Backpage ID,City,State,Region,Division,URL
appleton,Appleton,Wisconsin, Midwest , East North Central ,http://appleton.backpage.com/
eauclaire,Eau Claire,Wisconsin, Midwest , East North Central ,http://eauclaire.backpage.com/
greenbay,Green Bay,Wisconsin, Midwest , East North Central ,http://greenbay.backpage.com/
janesville,Janesville,Wisconsin, Midwest , East North Central ,http://janesville.backpage.com/
lacrosse,La Crosse,Wisconsin, Midwest , East North Central ,http://lacrosse.backpage.com/
madison,Madison,Wisconsin, Midwest , East North Central ,http://madison.backpage.com/
milwaukee,Milwaukee,Wisconsin, Midwest , East North Central ,http://milwaukee.backpage.com/
racine,Racine,Wisconsin, Midwest , East North Central ,http://racine.backpage.com/
sheboygan,Sheboygan,Wisconsin, Midwest , East North Central ,http://sheboygan.backpage.com/
wausau,Wausau,Wisconsin, Midwest , East North Central ,http://wausau.backpage.com/
wisconsin,,Wisconsin, Midwest , East North Central ,http://wisconsin.backpage.com/
wyoming,,Wyoming, West, Mountain ,http://wyoming.backpage.com/
